Content,Source
"Clinics & Pharmacies GETTING MEDICAL ASSISTANCE If you feel unwell or require medical assistance while at Changi Airport, you can visit the following clinics and pharmacies to seek treatment or get medicine for a speedy recovery. Clinics Raffles Medical Group (Terminals 1–4), see location details below For more information and services by Raffles Medical Group, download Raffles Connect . In case of emergency, you can contact the Raffles Medical Group Emergency Hotline at +65 6543 2223 Pharmacies Terminal 1 Level 2, Departure Transit Hall East (near D gates) Level 2, Departure Transit Hall West (near west Quickbites area) Terminal 2 Level 2, Departure Transit Hall (near F gates) Level 2, Departure Transit Hall (near Enchanted Garden) Terminal 3 Level B2, Public area (near Bus Station) (no Pharmacist on duty) Level 2, Departure Transit Hall (near Quickbites area) Level 2, Departure Transit Hall (near Gate B1) Clinic Locations: T1 Transit Departure Transit Hall Opening hours: 24 hours daily +65 6543 1113 MAP T2 Transit Departure Transit Hall Opening hours: 6.00am to 12.00 mn daily +65 6546 3815 MAP T3 Public Basement 2, behind 4Fingers Opening hours: 24 hours daily +65 6241 8818 MAP T3 Transit Departure Transit Hall Opening hours: 6.00am to 12.00 mn daily +65 6241 8333 MAP T4 Public Arrival Hall Opening hours: 24 hours daily +65 6584 3133 MAP T4 Transit Departure Transit Hall Opening hours: Teleconsultation only +65 6584 2282 MAP Closing soon Open now Closed now",https://www.changiairport.com/en/airport-guide/facilities-and-services/clinics-and-pharmacies.html
Complimentary Bicycle Parking Facility Park your bicycles at the complimentary parking facilities located right outside Terminal 2 at the Changi Airport Connector. Complimentary bicycle parking facilities are also available along the connector outside Terminal 4. Please be reminded to bring your own locks. Hub & Spoke Public Opening hours: 24/7 MAP Closing soon Open now Closed now,https://www.changiairport.com/en/airport-guide/facilities-and-services/complimentary-bicycle-parking-facility.html
Complimentary Bicycle Washing Point Cyclists can clean their bikes for free at the bicycle washing point located at Hub & Spoke (beside Terminal 2). The washing point can accommodate bicycles of various sizes. Hub & Spoke Public Opening hours: 24/7 MAP Closing soon Open now Closed now,https://www.changiairport.com/en/airport-guide/facilities-and-services/bicycle-washing-point.html
"DIY Bicycle Tools Station Complimentary bicycle tools station at Hub & Spoke (beside Terminal 2) equipped with a range of tools including a bicycle pump, screwdrivers, wrenches and allen keys for a quick repair or adjustment. Multitools are also available for purchase at the vending machine. Hub & Spoke Public Opening hours: 24/7 MAP Closing soon Open now Closed now",https://www.changiairport.com/en/airport-guide/facilities-and-services/do-it-yourself-bicycle-tools-station.html
Drinking Fountain Keep yourself hydrated after exploring the outdoors of Changi Airport at the drinking fountain located at Hub & Spoke (beside Terminal 2) and refill your bottle for your next journey. Hub & Spoke Public Opening hours: 24/7 MAP Closing soon Open now Closed now,https://www.changiairport.com/en/airport-guide/facilities-and-services/drinking-fountain.html
"Entertainment Deck (Closed till further notice) LEVEL UP TO MORE FUN With game and movie offerings, the Entertainment Deck is the place to keep yourself occupied while waiting for your connecting flight. Movie Theatres Movie buffs can enjoy complimentary movie screenings at the 24-hour movie theatres. Click here for more information, including screening schedules. Opening hours: Closed - until further notice Xbox Kinect This gaming experience is based on body movements and voice-activation. With a wide game selection, you can take take on friends at tennis, bowling, soccer, wake racing, target shooting and climbing. Get moving with family and friends for a good workout! Opening hours: Closed - until further notice Arcade Machines, PlayStations and Computer Games Experience fun and nostalgic gaming moments all over again with retro arcade machines, PlayStations and computer games. Opening hours: Closed - until further notice T2 Transit Level 3, Departure Transit Hall (next to Sunflower Garden) T2 operations are temporarily suspended until further notice. MAP Closing soon Open now Closed now",https://www.changiairport.com/en/airport-guide/facilities-and-services/entertainment-deck.html
"Free-to-use Rest Areas PUT YOUR FEET UP AND RELAX Take a quick nap or just relax in comfortable, free-to-use snooze lounges located at the following areas: Terminal 1 Snooze Lounge , Level 3, Departure Transit Hall East Terminal 2 Snooze Lounge, Level 2, Departure Transit Hall (near Cocoa Trees) Snooze Lounge, Level 3, Departure Transit Hall (near Sunflower Garden) Sanctuary Lounge [Suspended until further notice] , Departure Transit Hall North Pier (opposite E5) Oasis Lounge [Suspended until further notice] , Departure Transit Hall North Pier (opposite E11) Terminal 3 Snooze Lounge , Departure Transit Hall South (near to GST refund counters) Terminal 4 Snooze Lounge , Level 2M, Departure Transit Hall",https://www.changiairport.com/en/airport-guide/facilities-and-services/free-to-use-rest-areas.html
"Garden Lounge The Garden Lounge located at Hub & Spoke (beside Terminal 2) offers a place for you to rest and enjoy a meal in an alfresco garden setting before or after your flight. Flash a valid boarding pass or proof of itinerary within 8 hours of stated arrival or departure time to get 20% discount off all food and drinks (except alcohol) at Hub & Spoke Café and Overflow. Whether you would like to relax and use the complimentary Wi-Fi and digital reading materials, rent a bicycle to explore the vicinity or sneak in a quick gym workout, there is something for you at Hub & Spoke. If you are just looking to freshen up before heading out of the airport, showers fully equipped with bath amenities are also available for purchase. Simply show up and present your boarding pass or proof of itinerary to the cashier to enjoy 20% off. Other individual activities can be purchased on site at the various shops. You may also pre-purchase a Pay-per-use Shower and Towel bundle with the option to add-on an F&B discount voucher from Klook . Hub & Spoke Public Opening hours: 7:30AM to 10:00PM Daily MAP Closing soon Open now Closed now Garden Lounge offerings 20% off all food and drinks (except alcohol) at Hub & Spoke Café and Overflow for travellers* Complimentary Wi-Fi (Wifi@Changi) Complimentary digital reading materials * Flash a valid boarding pass or proof of itinerary within 8 hours of stated arrival or departure time to the cashier at point of purchase Add-Ons Add-ons are available for purchase on site. Check in-store for more details and promotions. Facility Price Location Shower & Dine Bundle (includes Single-entry shower access, Disposable towel and $10 F&B voucher) S$16 Purchase from Changi App or Klook Pay-per-use Showers S$5 Single-entry S$7 Two-time entry Purchase at the entrance of the shower facility Disposable towels S$4.50/piece Purchase from vending machines at the entrance of shower facility Pay-per-use Gym From S$7.50/session Purchase at Exercise Pods (Gym Pod) Pay-per-use class-based fitness activity From S$10/session Purchase at Exercise Pods (Flow Pod) Bicycle Rental From S$8/hour Purchase at the bicycle rental shop (GoCycling) Operating hours: Monday to Friday: 10:00 am - 8:00 pm Saturday, Sunday and Public Holidays: 9:00 am - 9:00 pm",https://www.changiairport.com/en/airport-guide/facilities-and-services/garden-lounge.html
"Gocycling Rent a bicycle from GoCycling located at Hub & Spoke (beside Terminal 2) to explore the outdoor sights and gardens of our bustling airport, the Changi Jurassic Mile, beaches along East Coast Park, and downtown Marina Bay! Visitors can return the bicycle at the East Coast Park outlet or any of the other 12 outlets island-wide. GoCycling carries a wide array of bicycles including tandem and children bicycles. The store also sells bicycle equipment and offers bicycle repair services. Rental Item Rate Adult Single Bike From S$10/hour Kids Bike From S$8/hour Childseat Bike From S$16/hour Tandem Bike From S$20/hour Visit GoCycling.sg for more details. Hub & Spoke Public Opening hours: Monday to Friday 10:00am to 8:00pm, Saturday to Sunday and Public Holiday 9:00am to 9:00pm MAP Closing soon Open now Closed now",https://www.changiairport.com/en/airport-guide/facilities-and-services/gocycling.html
"Ground Transport Concierge THE EASIER WAY TO GET AROUND The Ground Transport Concierge (GTC) is a 24-hour transport service designed to handle passengers' transportation needs. It is located in the Arrival Hall of each terminal. Transportation options available at the GTC include: 4-seater vehicle (S$55.00 per trip to any destination in Singapore) 7-seater vehicle (S$60.00 per trip to any destination in Singapore) City Shuttle (S$10.00 per adult or S$7.00 per child below 12 years of age) to selected downtown areas. The City Shuttle departs every hour from 0700 - 2300hrs Tanah Merah Ferry Terminal (TMFT) shuttle (S$4.00 per person) operates from TMFT - Terminal 1 – Terminal 4 - TMFT, operating hours from 12:00PM to 07:30PM. Payment and booking only available at GTC. For advanced bookings, please contact the GTC at +65 9656 6258 or book online here . (not applicable for TMFT shuttle service) T1 Public Arrival Pick-up, Basement +65 6347 3392 MAP T2 Public Arrival hall, level 1, door 5 +65 6347 3393 MAP T3 Public Arrival hall, level 1 (next to Information Counter) +65 6241 3818 MAP T4 Public Arrival hall, level 1 (next to information counter) +65 6347 3396 MAP Closing soon Open now Closed now",https://www.changiairport.com/en/airport-guide/facilities-and-services/ground-transport-concierge.html
